sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Het hoofdkantoor:3 van Vacansoleil:4 staat in [MASK] [MASK] [MASK] [MASK] . [SEP],Vacansoleil:4,Eindhoven,0,Eindhoven,0,-1.48776
[CLS] Het hoofdkantoor:3 van Vacansoleil:4 staat in [MASK] . [SEP],Marseille,Eindhoven,0,Eindhoven,0,-2.66013
[CLS] Het hoofdkantoor:3 van KLM:2 Cityhopper:3 staat in [MASK] . [SEP],Amsterdam,Haarlemmermeer:3,0,Haarlemmermeer:3,0,-1.62938
[CLS] Het hoofdkantoor:3 van KLM:2 Cityhopper:3 staat in [MASK] . [SEP],Rotterdam,Haarlemmermeer:3,0,Haarlemmermeer:3,0,-2.02868
[CLS] Het hoofdkantoor:3 van COVRA:3 staat in [MASK] . [SEP],Brussel,Vlissingen:3,0,Vlissingen:3,0,-2.64668
[CLS] Het hoofdkantoor:3 van COVRA:3 staat in [MASK] . [SEP],Amsterdam,Vlissingen:3,0,Vlissingen:3,0,-2.67774
[CLS] Het hoofdkantoor:3 van Corendon:3 Dutch Airlines staat in [MASK] . [SEP],Amsterdam,Haarlemmermeer:3,0,Haarlemmermeer:3,0,-1.88916
[CLS] Het hoofdkantoor:3 van Corendon:3 Dutch Airlines staat in [MASK] . [SEP],Rotterdam,Haarlemmermeer:3,0,Haarlemmermeer:3,0,-2.57327
[CLS] Het hoofdkantoor:3 van Douwe:2 Egberts:4 staat in [MASK] . [SEP],Amsterdam,Amsterdam,1,Amsterdam,1,-2.27447
[CLS] Het hoofdkantoor:3 van Douwe:2 Egberts:4 staat in [MASK] . [SEP],Utrecht,Amsterdam,0,Amsterdam,0,-2.79421
[CLS] Het hoofdkantoor:3 van Jan van den Heuvel:2 staat in [MASK] . [SEP],Amsterdam,Dordrecht,0,Dordrecht,0,-1.76797
[CLS] Het hoofdkantoor:3 van Jan van den Heuvel:2 staat in [MASK] . [SEP],Rotterdam,Dordrecht,0,Dordrecht,0,-2.51476
[CLS] Het hoofdkantoor:3 van Stork:3 staat in [MASK] [MASK] [MASK] . [SEP],Stork:3,Naarden:2,0,Naarden:2,0,-1.10548
[CLS] Het hoofdkantoor:3 van Stork:3 staat in [MASK] . [SEP],Rotterdam,Naarden:2,0,Naarden:2,0,-2.60170
[CLS] Het hoofdkantoor:3 van Eyes + more staat in [MASK] . [SEP],Londen,Hamburg,0,Hamburg,0,-2.39986
[CLS] Het hoofdkantoor:3 van Eyes + more staat in [MASK] . [SEP],Amsterdam,Hamburg,0,Hamburg,0,-2.70950
[CLS] Het hoofdkantoor:3 van Rochdale:3 staat in [MASK] [MASK] [MASK] . [SEP],Rochdale:3,Amsterdam,0,Amsterdam,0,-0.49139
[CLS] Het hoofdkantoor:3 van Rochdale:3 staat in [MASK] [MASK] . [SEP],het gebouw,Amsterdam,0,Amsterdam,0,-2.55843
[CLS] Het hoofdkantoor:3 van EHMA:3 staat in [MASK] . [SEP],Leiden,Amersfoort:4,0,Amersfoort:4,0,-2.58417
[CLS] Het hoofdkantoor:3 van EHMA:3 staat in [MASK] . [SEP],Londen,Amersfoort:4,0,Amersfoort:4,0,-2.66514
[CLS] Het hoofdkantoor:3 van Podium:2 staat in [MASK] [MASK] . [SEP],Podium:2,Amsterdam,0,Amsterdam,0,-0.78640
[CLS] Het hoofdkantoor:3 van Podium:2 staat in [MASK] . [SEP],Rome,Amsterdam,0,Amsterdam,0,-2.85087
[CLS] Het hoofdkantoor:3 van Nederlandsche:2 Electrolasch:5 Maatschappij:2 staat in [MASK] . [SEP],Amsterdam,Leiden,0,Leiden,0,-1.66367
[CLS] Het hoofdkantoor:3 van Nederlandsche:2 Electrolasch:5 Maatschappij:2 staat in [MASK] . [SEP],Maastricht,Leiden,0,Leiden,0,-2.20470
[CLS] Het hoofdkantoor:3 van Gemalto:3 staat in [MASK] [MASK] [MASK] . [SEP],Gemalto:3,Amsterdam,0,Amsterdam,0,-1.89555
[CLS] Het hoofdkantoor:3 van Gemalto:3 staat in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],het stad de -en:2,Amsterdam,0,Amsterdam,0,-3.30492
[CLS] Het hoofdkantoor:3 van VEON:3 staat in [MASK] . [SEP],Amsterdam,Amsterdam,1,Amsterdam,1,-2.14994
